"Site","Year","SiteYear","Latitude","Longitude","Elevation","Region","RegionRank","lambda","surv.int","surv.slope","growth.int","growth.slope","growth.sd","flowering.int","flowering.slope","fruit.int","fruit.slope","recruit.size.mean","recruit.size.sd","seed.ct","recruit.number","fruits.per.site","total.seeds.per.site","establishment.prob"
"Deep Creek","2010","Deep Creek:2010",41.66546,-123.1134,694,"N1",6,1.37,-0.27,0.5,2.06,0.66,1.1,-8.75,1.85,0.91,0.41,4.46,0.96,506,15,565,285890,5.24677323446081e-05
"Deep Creek","2011","Deep Creek:2011",41.66546,-123.1134,694,"N1",6,2.67,-1.06,0.5,1.73,0.66,1.1,-10.52,1.85,1.45,0.23,2.88,2.56,506,15,23,11638,0.00128888125107407
"Deep Creek","2012","Deep Creek:2012",41.66546,-123.1134,694,"N1",6,1.08,-0.86,0.5,1.38,0.65,1.1,-8.83,1.85,0.58,0.46,2.16,1.56,506,33,286,144716,0.000228032836728489
"Deep Creek","2013","Deep Creek:2013",41.66546,-123.1134,694,"N1",6,0.95,-1.11,0.5,1.35,0.67,1.1,-8.75,1.85,0.82,0.43,-0.04,1.3,506,36,108,54648,0.000658761528326746
"Deep Creek","2014","Deep Creek:2014",41.66546,-123.1134,694,"N1",6,2.63,-1.58,0.5,1.24,0.7,1.1,-8.32,1.85,0.72,0.43,0.86,1.43,506,434,73,36938,0.0117494179435811
"Deep Creek","2015","Deep Creek:2015",41.66546,-123.1134,694,"N1",6,0.91,-1.89,0.5,2.01,0.72,1.1,-7.17,1.85,1.01,0.35,1.88,1.81,506,37,2417,1223002,3.02534255872026e-05
"Deep Creek","2016","Deep Creek:2016",41.66546,-123.1134,694,"N1",6,0.47,-2.59,0.5,1.1,0.65,1.1,-7.63,1.85,0.3,0.55,2.35,1.74,506,60,3370,1705220,3.51860756969775e-05
"Deep Creek","2017","Deep Creek:2017",41.66546,-123.1134,694,"N1",6,0.75,-3,0.5,1.64,0.58,1.1,-8.17,1.85,0.54,0.46,4.12,1.78,506,9,238,120428,7.473345069253e-05
"Deep Creek","2018","Deep Creek:2018",41.66546,-123.1134,694,"N1",6,1.58,-2.02,0.5,3.73,0.35,1.1,-8.6,1.85,0.52,0.51,4.09,1.9,506,13,232,117392,0.000110740084503203
"O'Neil Creek","2010","O'Neil Creek:2010",41.80979,-123.1189,487,"N1",6,1.31,-0.61,0.5,2.41,0.61,1.1,-9.67,1.85,0.39,0.53,2.2,2.32,1017,7,195,198315,3.52973804301238e-05
"O'Neil Creek","2011","O'Neil Creek:2011",41.80979,-123.1189,487,"N1",6,1.39,-1.53,0.5,2.18,0.6,1.1,-9.26,1.85,0.93,0.35,3.08,1.5,1017,11,74,75258,0.000146163862978022
"O'Neil Creek","2012","O'Neil Creek:2012",41.80979,-123.1189,487,"N1",6,0.27,-2.96,0.5,2.27,0.31,1.1,-9.96,1.85,0.06,0.58,1.76,1.42,1017,7,306,311202,2.2493428705471e-05
"O'Neil Creek","2013","O'Neil Creek:2013",41.80979,-123.1189,487,"N1",6,3.34,-1.82,0.5,2.76,0.47,1.1,-10.26,1.85,0.31,0.55,3.29,0.77,1017,10,6,6102,0.00163880694854146
"O'Neil Creek","2014","O'Neil Creek:2014",41.80979,-123.1189,487,"N1",6,2.18,-2.18,0.5,2.57,0.42,1.1,-9.59,1.85,0.2,0.55,1.57,1.31,1017,178,54,54918,0.00324119596489311
"O'Neil Creek","2015","O'Neil Creek:2015",41.80979,-123.1189,487,"N1",6,3.55,-0.76,0.5,2.99,0.55,1.1,-6.37,1.85,0.49,0.47,0.95,1.69,1017,189,160,162720,0.00116150442477876
"O'Neil Creek","2016","O'Neil Creek:2016",41.80979,-123.1189,487,"N1",6,0.27,-4.15,0.5,2.62,0.35,1.1,-7.28,1.85,-0.22,0.67,3.32,1.18,1017,68,3515,3574755,1.90222826459436e-05
"O'Neil Creek","2017","O'Neil Creek:2017",41.80979,-123.1189,487,"N1",6,3.09,-1.4,0.5,3.52,0.52,1.1,-8.05,1.85,0.02,0.58,3.77,1.84,1017,22,150,152550,0.000144215011471649
"O'Neil Creek","2018","O'Neil Creek:2018",41.80979,-123.1189,487,"N1",6,0.72,-2.09,0.5,2.29,0.54,1.1,-7.31,1.85,0,0.62,3.09,1.64,1017,40,5926,6026742,6.6370851780282e-06
"Rock Creek","2010","Rock Creek:2010",43.37876,-122.9521,295,"N2",7,0.17,-4.48,0.5,1.87,0.53,1.1,-8.82,1.85,0.93,0.5,2.53,1.22,1122,19,1202,1348644,1.40882249133203e-05
"Rock Creek","2011","Rock Creek:2011",43.37876,-122.9521,295,"N2",7,0.73,-3.42,0.5,3.2,0.51,1.1,-8.71,1.85,1.46,0.32,1.97,1.07,1122,29,208,233376,0.000124262991910051
"Rock Creek","2014","Rock Creek:2014",43.37876,-122.9521,295,"N2",7,0.34,-4.58,0.5,1.11,0.57,1.1,-8.1,1.85,0.73,0.52,2.71,1.17,1122,239,2432,2728704,8.75873674828783e-05
"Rock Creek","2015","Rock Creek:2015",43.37876,-122.9521,295,"N2",7,0.52,-3.52,0.5,2.56,0.53,1.1,-5.71,1.85,1.03,0.44,1.88,1.03,1122,119,2224,2495328,4.76891214301286e-05
"Rock Creek","2016","Rock Creek:2016",43.37876,-122.9521,295,"N2",7,4.26,-2.29,0.5,2.76,0.46,1.1,-6.2,1.85,0.32,0.64,2.52,0.79,1122,53,51,57222,0.000926217189192968
"Rock Creek","2017","Rock Creek:2017",43.37876,-122.9521,295,"N2",7,14,-0.48,0.5,2.25,0.57,1.1,-7.23,1.85,0.56,0.55,2.73,1.52,1122,142,66,74052,0.00191757143628801
"Rock Creek","2018","Rock Creek:2018",43.37876,-122.9521,295,"N2",7,0.69,-2.81,0.5,2.07,0.44,1.1,-7.24,1.85,0.54,0.6,2.83,0.77,1122,84,1083,1215126,6.91286335738022e-05
"Canton Creek","2010","Canton Creek:2010",43.4137,-122.7804,503,"N2",7,2.86,-1.91,0.5,2.42,0.49,1.1,-10.18,1.85,0.65,0.41,2.32,1.48,1184,8,3,3552,0.00225225225225225
"Canton Creek","2011","Canton Creek:2011",43.4137,-122.7804,503,"N2",7,10.46,-4.92,0.5,2.4,0.49,1.1,-10.12,1.85,1.19,0.24,2.16,1.48,1184,32,0,0,0.027027027027027
"Canton Creek","2012","Canton Creek:2012",43.4137,-122.7804,503,"N2",7,3.56,-1.57,0.5,3.21,0.32,1.1,-8.45,1.85,0.32,0.47,2.43,1.03,1184,34,14,16576,0.0020511583011583
"Canton Creek","2013","Canton Creek:2013",43.4137,-122.7804,503,"N2",7,0.89,-1.91,0.5,2.79,0.54,1.1,-7.84,1.85,0.57,0.44,2.11,0.62,1184,5,144,170496,2.93262012012012e-05
"Canton Creek","2014","Canton Creek:2014",43.4137,-122.7804,503,"N2",7,0.5,-3.34,0.5,1.8,0.59,1.1,-8.42,1.85,0.46,0.44,2,1.48,1184,18,126,149184,0.000120656370656371
"Canton Creek","2015","Canton Creek:2015",43.4137,-122.7804,503,"N2",7,1.09,-1.41,0.5,1.83,0.57,1.1,-8.62,1.85,0.75,0.36,1.31,1.02,1184,10,18,21312,0.000469219219219219
"Canton Creek","2017","Canton Creek:2017",43.4137,-122.7804,503,"N2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canton Creek","2018","Canton Creek:2018",43.4137,-122.7804,503,"N2",7,0.5,-2.33,0.5,2.38,0.43,1.1,-8.77,1.85,0.26,0.51,2.46,0.52,1184,3,664,786176,3.81593943340931e-06
"Coast Fork of Williamette","2010","Coast Fork of Williamette:2010",43.6517,-123.088,254,"N2",7,1.73,-0.6,0.5,2.18,0.54,1.1,-7.71,1.85,0.66,0.44,1.48,1.01,1184,12,23,27232,0.000440658049353702
"Coast Fork of Williamette","2011","Coast Fork of Williamette:2011",43.6517,-123.088,254,"N2",7,7.04,-3.74,0.5,2.18,0.55,1.1,-8.71,1.85,1.19,0.26,1.93,1.2,1184,19,1,1184,0.0160472972972973
"Coast Fork of Williamette","2012","Coast Fork of Williamette:2012",43.6517,-123.088,254,"N2",7,12.32,-2.08,0.5,2.6,0.54,1.1,-8.83,1.85,0.33,0.49,1.37,1.04,1184,92,0,0,0.0777027027027027
"Coast Fork of Williamette","2013","Coast Fork of Williamette:2013",43.6517,-123.088,254,"N2",7,0.62,-3.04,0.5,2.67,0.57,1.1,-7.61,1.85,0.57,0.46,1.33,0.83,1184,16,175,207200,7.72200772200772e-05
"Coast Fork of Williamette","2014","Coast Fork of Williamette:2014",43.6517,-123.088,254,"N2",7,1.05,-2.54,0.5,2.29,0.6,1.1,-7.97,1.85,0.46,0.46,2.18,0.94,1184,30,113,133792,0.000224228653432193
"Coast Fork of Williamette","2015","Coast Fork of Williamette:2015",43.6517,-123.088,254,"N2",7,0.66,-2.7,0.5,3.23,0.38,1.1,-7.03,1.85,0.76,0.38,2.13,1.66,1184,8,191,226144,3.53756898259516e-05
"Coast Fork of Williamette","2016","Coast Fork of Williamette:2016",43.6517,-123.088,254,"N2",7,0.58,-2.92,0.5,2.13,0.5,1.1,-8.17,1.85,0.05,0.58,3.31,0.76,1184,2,39,46176,4.33125433125433e-05
"Coast Fork of Williamette","2017","Coast Fork of Williamette:2017",43.6517,-123.088,254,"N2",7,7.92,-2,0.5,2.68,0.48,1.1,-7.83,1.85,0.29,0.49,2.38,1.17,1184,29,5,5920,0.00489864864864865
"Coast Fork of Williamette","2018","Coast Fork of Williamette:2018",43.6517,-123.088,254,"N2",7,1.95,-3.51,0.5,2.32,0.38,1.1,-7.1,1.85,0.27,0.54,2.63,1.28,1184,71,120,142080,0.000499718468468468
